"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ehd3",1.99661815204259e-07,0.879772117624372,0.9,0.857,0.00348928988250963
"Nrxn3",2.0249850066449e-07,-0.942188827916147,0.933,1,0.00353886379761263
"Adamts18",2.17552633929703e-07,2.00108229525078,0.583,0.086,0.0038019498305555
"Cpe",2.27633917106419e-07,-0.705495306321463,1,1,0.00397813033535177
"Slc6a11",2.28251775531784e-07,-1.49669929461268,0.233,0.743,0.00398892802919346
"Col5a1",2.28617886292187e-07,-1.04708003329638,0.083,0.6,0.00399532618084226
"Vdac3",2.2971478882449e-07,-0.970132117197939,0.9,1,0.00401449564949679
"Dap3",2.3627068562607e-07,-1.02816348524119,0.583,0.971,0.0041290665020012
"Edil3",2.36804172391019e-07,1.57799129980845,0.833,0.429,0.00413838971670544
"Snap25",2.40785387231962e-07,-0.602763136263215,1,1,0.00420796542726577
"Ntng1",2.41907900389542e-07,1.56034477874433,0.667,0.114,0.00422758246720764
"Arpc5",2.48975609216067e-07,-0.764053256115315,0.967,1,0.00435109774665998
"Uchl3",2.50259529326017e-07,-1.19106843258179,0.483,0.914,0.00437353553450148
"Slc30a3",2.5479445924131e-07,1.72106201457767,0.583,0.057,0.00445278796970113
"Psmb2",2.55486831345189e-07,-1.13028593724439,0.633,0.914,0.00446488786458853
"Sept3",2.63576169607948e-07,-0.759745647583403,0.983,1,0.0046062571400685
"Rabac1",2.71367108210862e-07,-1.05473557913193,0.933,1,0.00474241158309302
"Plekhb1",2.76264754303545e-07,-0.941048289406318,0.067,0.571,0.00482800284620875
"Tnrc18",2.86010273081089e-07,0.986150618288135,0.7,0.571,0.00499831553236512
"Adgrl3",2.86123430111745e-07,1.06091411176588,0.983,0.8,0.00500029306463285
"Rheb",3.07224193803672e-07,-0.934088773432364,0.967,1,0.00536905001091298
"Pdzrn4",3.09872506328746e-07,-1.18496678160701,0.317,0.857,0.00541533192060117
"Sec62",3.16989669691262e-07,-0.702755157035345,1,1,0.0055397114675245
"Ctnna1",3.17298677983772e-07,-1.02377362197303,0.183,0.743,0.0055451116964444
"Camk2n2",3.31414162796828e-07,1.47610621911268,0.833,0.514,0.00579179390903737
"Uqcrc1",3.42404719616985e-07,-1.01763561537945,0.817,0.886,0.00598386488002643
"Slc25a17",3.72256825056558e-07,0.645611521943969,0.483,0.6,0.00650556027468841
"Ndfip2",3.75373647095162e-07,-0.872534727209595,0.95,1,0.00656002985663504
"Pde1a",3.8591586764931e-07,-0.746818875799459,0.967,1,0.00674426570303934
"Cpa6",3.8796187155748e-07,-0.554683760329936,0,0.343,0.00678002166733852
"Padi6",3.87961871557485e-07,-0.81629899368149,0,0.343,0.00678002166733862
"Gucy1a1",4.1723528914433e-07,1.47847009500552,0.75,0.286,0.0072916039130863
"Prdx1",4.27556212620955e-07,-1.06955670582691,0.867,0.943,0.00747197237176381
"Asap2",4.37975252105278e-07,-1.12170653426781,0.367,0.886,0.00765405550579183
"Tceal5",4.39780178437553e-07,-0.916309802134375,0.85,1,0.00768559839837468
"Ngb",4.60643473027215e-07,1.30682814661064,0.4,0,0.00805020533462361
"Itm2c",4.93601971450893e-07,-0.819248509626469,1,1,0.00862618805307581
"Rap1gds1",4.94942652655361e-07,-0.906509623550523,0.967,1,0.00864961779780508
"Clmn",4.95903661464718e-07,1.23172914550149,0.783,0.657,0.00866641238775742
"Dusp1",5.01607759034575e-07,-1.84726414700169,0.617,0.857,0.00876609719688823
"Bhlhe22",5.16662270187576e-07,2.28683630807515,0.65,0.114,0.00902918983379808
"Spsb1",5.20239906324637e-07,-0.92845167191488,0.217,0.771,0.00909171260292936
"Psmb6",5.71537680678011e-07,-1.08164360430014,0.817,0.971,0.00998819250752892
"Plcxd3",5.77181734123455e-07,-0.674050196527329,0.2,0.714,0.0100868279855415
"Abhd2",5.86289784846846e-07,0.725647873555381,0.55,0.629,0.0102460002799835
"Wls",6.16049538764137e-07,1.75149654374002,0.5,0.029,0.0107660817394421
"Arhgef3",6.17908994123623e-07,-0.896168280660061,0.25,0.8,0.0107985775813044
"Gadd45g",6.25907267399782e-07,-1.51162982304004,0.683,1,0.0109383554050786
"Sugt1",6.29486050238854e-07,-0.809774662326051,0.9,1,0.0110008982139742
"Egr4",6.76949861787697e-07,-1.80143105373264,0.6,0.914,0.0118303757846018
"Man1c1",6.90427751033671e-07,1.4202738139858,0.55,0.057,0.0120659153770644
"Dgkz",7.05737752030433e-07,0.840689784127049,0.983,0.971,0.0123334729544838
"Fhl1",7.06069234988838e-07,1.79753790421939,0.667,0.2,0.0123392659506649
"Car10",7.16813160696691e-07,1.23480251800242,0.95,0.686,0.0125270267963354
"Tusc3",7.26030893977441e-07,-0.95061522290601,0.933,0.971,0.0126881159031498
"Tubb2a",7.73123071147171e-07,-1.48019914475952,0.967,0.971,0.013511098791368
"Cntn4",7.73498135058809e-07,1.6765122114437,0.667,0.143,0.0135176534082877
"Sccpdh",7.7445619141905e-07,1.43019172168412,0.65,0.543,0.0135343964012393
"Adgra1",7.9106296438414e-07,-0.89966844006852,0.75,1,0.0138246163655772
"Arpc3",7.98021834243184e-07,-0.960211998386232,0.983,1,0.0139462295752339
"Sorcs3",8.15217177294216e-07,1.61401820768399,0.733,0.314,0.0142467353903937
"Esrrg",8.39557260076823e-07,-0.77136386213758,0.017,0.429,0.0146721026771026
"Gnb5",8.75593169335611e-07,-0.984905375281895,0.867,0.971,0.0153018662273091
"Gadd45a",9.36629979599997e-07,-1.26630606483955,0.083,0.571,0.0163685455234896
"Fancd2",9.61528123667795e-07,-1.19105500368901,0.1,0.6,0.0168036654892184
"Rab14",9.70318686026776e-07,-0.631288783846908,1,1,0.0169572893570039
"Psmb7",9.8610732673706e-07,-0.934649565145321,0.667,1,0.0172332116420569
"Ncl",1.02746149650722e-06,-0.80859657890526,0.983,0.971,0.0179559171129601
"Nrsn1",1.05036239923432e-06,1.03981237318133,0.967,1,0.018356133289019
"Hat1",1.06002918607367e-06,-0.916674133369581,0.117,0.629,0.0185250700558235
"Pacsin3",1.08936420008405e-06,-0.952274385754201,0.067,0.543,0.0190377287606689
"Ckb",1.11895828234703e-06,-1.33036619609613,0.967,1,0.0195549149422966
"Arxes1",1.14391438368962e-06,-0.419584086955392,0.367,0.857,0.0199910477693598
"Cntnap4",1.16006504250878e-06,-1.32244723274004,0.433,0.857,0.0202732966828834
